bookID,title,authors,average_rating,isbn,language_code,# num_pages,ratings_count,text_reviews_count,prices
12990,Red: Passion and Patience in the Desert,Terry Tempest Williams,4,375725180,eng,288,1238,96,86.75
12993,Hamlet  The Texts of 1603 and 1623,William Shakespeare-Neil Taylor,4.01,1904271553,eng,384,16,0,76.27
12994,Hamlet's Dresser: A Memoir,Bob      Smith,3.75,684852705,eng,288,363,62,229.36
12995,The Hamlet,William Faulkner,3.87,679736530,eng,409,4082,208,162.6
12996,Othello,William Shakespeare,3.88,743477553,eng,314,261813,3996,271.65
13002,Othello,William Shakespeare-Barbara A. Mowat-Paul Werstine,3.88,743482824,eng,368,482,26,197.75
13007,Julius Caesar,William Shakespeare-Barbara A. Mowat-Paul Werstine,3.67,743482743,eng,239,5970,341,164.85
13008,Julius Caesar,William Shakespeare-John   Bowe-Michael Feast-Adrian Lester,3.67,1932219161,eng,3,51,3,71.36
13011,Julius Caesar,William Shakespeare-Marvin Spevack-Marga Munkelt,3.67,521535131,eng,226,48,1,225.03
13012,Julius Caesar,William Shakespeare-SparkNotes,3.67,1586638475,eng,256,740,74,157.24
13018,Cliffsnotes on Shakespeare's Henry IV  Part 1,James K. Lowers-William Shakespeare-CliffsNotes,3.88,822000237,eng,80,17,0,283.19
13020,King Henry IV  Part 1,William Shakespeare-David Scott Kastan,3.82,1904271359,eng,398,17063,461,92.04
13023,Alice in Wonderland,Jane Carruth-Rene Cloke-Lewis Carroll,4.03,517223627,eng,92,357330,5104,88.22
13025,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,4.07,1857159047,eng,326,247,22,295.63
13028,Alice In Wonderland,Lewis Carroll-John Tenniel,4.01,439291496,eng,160,133,16,65.17
13033,The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,4.17,140153179,eng,884,9842,287,256.04
13035,The Alexandria Quartet,Lawrence Durrell,4.17,571052045,eng,886,8,4,115.02
13037,Justine (The Alexandria Quartet #1),Lawrence Durrell,3.9,140153195,eng,253,5183,507,170.22
13039,Clea (The Alexandria Quartet #4),Lawrence Durrell,4.19,140153225,en-US,288,1824,114,79.66
13040,Siddhartha,Hermann Hesse,4.01,613572742,eng,132,512,44,263.06
13042,Kate Vaiden,Reynolds Price,3.91,684846942,eng,306,1313,110,296.55
13049,Jean-Jacques Rousseau and His World,Gavin de Beer,3.2,050013037X,eng,128,0,0,163.23
13053,Space,James A. Michener,3.97,749312025,eng,815,35,4,113.89
13060,Nature Girl,Carl Hiaasen,3.62,307262995,eng,306,18741,1506,171.5
13061,Stormy Weather,Carl Hiaasen,3.95,446677167,en-US,388,12300,682,119.79
13062,Skin Tight (Mick Stranahan  #1),Carl Hiaasen,3.96,446695696,en-US,420,14129,552,22
13064,Tourist Season,Carl Hiaasen,3.95,446695718,eng,404,15036,644,217.7
13065,Native Tongue (Skink #2),Carl Hiaasen,3.95,044669570X,eng,437,11736,503,153.3
13066,Sick Puppy,Carl Hiaasen,3.89,446695688,eng,464,19653,1022,57.67
13067,Flush,Carl Hiaasen,3.88,375821821,eng,263,22913,2282,179.7
13068,Double Whammy (Skink #1),Carl Hiaasen,3.93,446695661,eng,404,10705,603,38.7
13074,Strip Tease,Carl Hiaasen,3.84,044669567X,eng,464,12108,524,237.8
13075,Basket Case,Carl Hiaasen,3.81,044661193X,eng,413,322,29,166.49
13076,A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,Carl Hiaasen-Edward Asner,4.45,375410465,eng,9,44,1,285.56
13079,Skinny Dip (Mick Stranahan #2),Carl Hiaasen,3.8,446615129,eng,496,32582,2547,283.49
13083,Hoot,Carl Hiaasen,3.82,440421705,eng,292,83557,3570,28.2
13084,The Man Without A Country,Edward Everett Hale,3.72,1406917893,eng,46,605,58,31.3
13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany-Elizabeth Plater-Zyberk-Jeff Speck,4.08,865476063,eng,320,1898,152,188.51
13100,The Bible Cure For Diabetes,Don Colbert,3.84,884196488,eng,96,20,1,289.42
13103,The Celestine Prophecy (Celestine Prophecy  #1),James Redfield,3.63,446671002,eng,247,79714,3104,96.68
13104,The Celestine Prophecy: A Pocket Guide to the Nine Insights,James Redfield,3.86,446912069,eng,68,1249,102,252.76
13105,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,3.63,446674575,eng,256,9450,330,283.6
13106,The Celestine Prophecy,James Redfield-Lou Diamond Phillips,3.63,1594831955,en-US,0,62,9,94.29
13107,The Celestine Prophecy: An Experiential Guide,James Redfield,3.84,553503707,eng,304,118,11,172.53
13110,The Celestine Prophecy,James Redfield,3.63,044651862X,en-US,247,1280,162,266.98
13113,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,688052304,eng,412,414,43,122.65
13119,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,3.83,030680932X,en-US,608,950,93,187.16
13121,Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.86,307237583,eng,352,2584,253,275.94
13122,Marilyn Monroe: The Biography,Donald Spoto,4.03,815411839,eng,752,1347,98,88.98
13128,Cross (Alex Cross  #12),James Patterson,4,316159794,eng,393,46163,1588,119.24
13130,Judge & Jury,James Patterson-Andrew Gross,3.99,316013935,eng,419,40897,809,54.8
13131,The 6th Target (Women's Murder Club  #6),James Patterson-Maxine Paetro,4.03,316014796,eng,390,45488,1410,140.35
13132,3rd Degree (Women's Murder Club  #3),James Patterson-Andrew Gross,4.01,446614831,eng,339,60777,1684,107.4
13133,The Quickie,James Patterson-Michael Ledwidge,3.83,316117366,eng,357,32369,2090,68.04
13134,You've Been Warned,James Patterson-Howard Roughan,3.53,316014508,eng,374,17610,1485,234.63
13136,2nd Chance (Women's Murder Club  #2),James Patterson-Andrew Gross,4.03,446696633,eng,400,75314,2030,65.92
13137,1st to Die (Women's Murder Club  #1),James Patterson,4.07,446696617,eng,424,259028,4998,181.61
13138,Season of the Machete,James Patterson,3.24,446600474,eng,341,5401,215,162.74
13139,School's Out—Forever (Maximum Ride  #2),James Patterson,4.15,316155594,eng,409,101968,2684,138.17
13140,Jack & Jill (Alex Cross  #3),James Patterson,3.96,446692654,eng,466,56029,1129,121.55
13141,The Midnight Club,James Patterson,3.81,446606383,eng,368,10742,308,113.42
13142,Cat & Mouse (Alex Cross #4),James Patterson,3.98,446692646,eng,432,242,17,134.11
13143,Pop Goes the Weasel (Alex Cross  #5),James Patterson,3.99,446608815,eng,461,50669,936,115
13144,Roses Are Red (Alex Cross  #6),James Patterson,4.04,747266999,eng,421,212,17,116.68
13145,Along Came a Spider (Alex Cross  #1),James Patterson,4.1,446692638,eng,449,354100,3775,129.91
13146,Black Friday,James Patterson,3.67,446609323,eng,480,9539,214,198.16
13147,Honeymoon (Honeymoon  #1),James Patterson-Howard Roughan,3.82,446613371,eng,406,33168,1756,69.98
13148,Kiss the Girls (Alex Cross  #2),James Patterson,3.95,446677388,eng,481,290733,2837,278.24
13149,The Thomas Berryman Number,James Patterson,2.86,446600458,eng,272,4188,290,276.94
13151,London Bridges (Alex Cross  #10),James Patterson,3.93,446613355,eng,403,35345,871,123.92
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,446617792,eng,413,184133,7559,273.41
13153,Hide and Seek,James Patterson,4.11,6498523,eng,368,57226,405,126.58
13155,3rd Degree (Women's Murder Club  #3),James Patterson-Andrew Gross,4.01,446696641,eng,352,249,12,225.98
13157,The Jester,James Patterson-Andrew Gross,3.8,755300203,eng,548,16263,829,159.64
13158,See How They Run,James Patterson,3.84,1568654235,eng,320,41,1,35.9
13161,Miracle on the 17th Green (Travis McKinley  #1),James Patterson-Peter de Jonge,3.66,316693359,eng,160,3558,309,113.64
13162,When the Wind Blows (When the Wind Blows  #1),James Patterson,3.92,446676438,eng,416,41994,1303,151.95
13164,SantaKid,James Patterson-Michael Garland,3.89,316000612,eng,48,850,50,176.88
13170,Runaway Ralph,Beverly Cleary,3.96,440801346,eng,175,83,4,25.84
13172,Runaway Ralph,Beverly Cleary,3.96,671296116,eng,147,2,1,100.19
13173,A Little Prairie House,Laura Ingalls Wilder-Renée Graef,4.19,64435261,eng,32,1533,45,245.68
13177,Private Parts,Howard Stern,3.76,671009443,eng,660,3746,145,281.16
13180,The Private Parts of Women,Lesley Glaister,3.82,747526036,eng,288,21,3,210.96
13194,Green Arrow  Vol. 1: Quiver,Kevin Smith-Phil Hester-Ande Parks,4.07,1563899655,en-US,232,5225,129,222.8
13195,Quivers: A Life,Robin Quivers,3.51,60391537,eng,341,60,5,246.15
13196,Quiver,Stephanie Spinner,3.51,440238196,en-US,177,823,94,270.25
13199,A Quiver Full of Arrows,Jeffrey Archer,3.78,312937695,eng,288,8944,166,109.98
13203,Celebrations: Rituals of Peace and Prayer,Maya Angelou,4.13,1400066107,eng,128,633,92,230.07
13206,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.62,679643257,eng,1184,961,53,45.18
13211,And Still I Rise,Maya Angelou-Linda Sunshine-Diego Rivera,4.42,375505962,eng,54,3396,208,270.12
13214,I Know Why the Caged Bird Sings,Maya Angelou,4.22,553279378,eng,289,326424,6783,293.11
13215,Life Doesn't Frighten Me,Maya Angelou-Jean-Michel Basquiat-Sara Jane Boyers,4.4,1556702884,eng,32,1151,158,145.44
13228,Cumbres borrascosas,Emily Brontë,3.84,8497644743,spa,384,146,25,96.57
13237,Dreaming in Pictures: The Photography,Lewis Carroll-Douglas R. Nickel,4.01,300091699,eng,172,105,6,28.54
13238,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,Lewis Carroll-Graeme Base,4.14,810935201,eng,14,31,2,212.66
13241,The Collected Short Stories of Maxim Gorky,Maxim Gorky-Avrahm Yarmolinsky-Moura Budberg,3.94,806510757,eng,404,848,16,279.81
13247,Mother,Maxim Gorky,3.93,1406957240,eng,368,29,0,86.44
13254,Name Dropping,Jane Heller,3.53,312978332,eng,323,687,50,27.03
13257,Many Luscious Lollipops: A Book About Adjectives,Ruth Heller,4.06,698116410,en-US,48,307,40,42.47
13258,What Was She Thinking? [Notes on a Scandal],Zoë Heller,3.71,312421990,eng,258,13150,1116,207.8
13260,Night of Long Shadows (Eberron: Inquisitives  #2),Paul Crilley,3.64,786942703,en-US,306,143,14,242.09
13269,The Poetics of Space,Gaston Bachelard-Maria Jolas-Étienne Gilson-John R. Stilgoe,4.19,807064734,eng,282,6625,284,113.69
13270,Poetics,Aristotle-Malcolm Heath,3.82,140446362,eng,138,11935,437,267.76
13275,Poetics of Music in the Form of Six Lessons,Igor Stravinsky-George Seferis-Arthur Knodel-Ingolf Dahl,4.11,674678567,eng,160,896,30,287.43
13276,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.67,802441416,eng,392,37,4,94.38
13285,Mondrian,John Milner-Piet Mondrian,3.62,714831670,eng,235,24,1,242.3
13310,Writings on Art,Mark Rothko-Miguel López-Remiro,3.83,300114400,eng,192,98,8,142.69
13314,The Legacy of Mark Rothko,Lee Seldes,3.85,306807254,eng,403,37,5,283.37
13318,Rothko,Jacob Baal-Teshuva-Mark Rothko,4.15,3822818208,eng,96,429,12,268.17
13320,Mark Rothko,Diane Waldman-Bernard Malamud,4.04,810915871,eng,296,43,2,134.44
13323,Mark Rothko  1903 1970,Diane Waldman,4.04,500282757,eng,296,3,0,105.92
13329,A World of Art Fifth Edition,Henry M. Sayre,3.71,132221861,en-US,592,52,1,113.54
13336,Olympian Odes. Pythian Odes,Pindar-William H. Race,4.05,674995643,mul,416,54,5,255.21
13342,The Odes: and Selected Fragments,Pindar-G.S. Conway-Richard Stoneman,3.89,460876740,eng,352,7,1,291.38
13344,Nemean Odes. Isthmian Odes. Fragments,Pindar-William H. Race,4.11,674995341,mul,480,34,1,82.87
13345,Sabriel (Abhorsen  #1),Garth Nix,4.17,60575816,en-US,311,1296,158,244.15
13357,Eragon: Prima Official Game Guide,Prima Publishing,3.98,761555528,eng,176,121,1,138.7
13358,The Everyday Life Bible: The Power of God's Word for Everyday Living,Anonymous-Joyce Meyer,4.7,446578274,en-US,2208,1715,56,226.98
13360,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,446691097,en-US,288,27119,703,230.44
13365,A Lady At Last (deWarenne Dynasty  #7),Brenda Joyce,4.07,373771371,eng,379,1518,87,106.33
13368,James Joyce's Ulysses,Stuart Gilbert,4.17,394700139,eng,405,1868,83,128.11
13374,A Complicated Kindness,Miriam Toews,3.65,1582433224,eng,253,17112,968,282.53
13375,A Complicated Kindness (Bookclub-In-A-Box),Marilyn Herbert-Miriam Toews,4,1897082274,eng,80,37,1,94.45
13376,The House of the Scorpion (Matteo Alacran  #1),Nancy Farmer,4.1,689852231,eng,380,68128,5408,209.39
13377,The House of the Scorpion (Matteo Alacran  #1),Nancy Farmer,4.1,439579295,eng,380,1338,226,120.66
13379,Race of Scorpions (The House of Niccolo  #3),Dorothy Dunnett,4.42,039457107X,eng,534,21,1,48.46
13382,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,096830317X,eng,3,59,1,225.86
13383,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,4.44,968303188,eng,3,50,1,226.35
13384,Vinyl Cafe Unplugged (Vinyl Cafe  #3),Stuart McLean,4.23,140299149,eng,272,1295,95,142.97
13388,Vinyl Cafe Diaries (Vinyl Cafe  #4),Stuart McLean,4.19,670044369,eng,302,883,54,169.53
13396,Hesiod  the Homeric Hymns  Epic Cycle  Homerica,Hesiod-Homer-Hugh G. Evelyn-White,4.22,674990633,mul,657,208,13,111.78
13397,Checkmate (Tom Clancy's Splinter Cell  #3),David  Michaels-Tom Clancy,3.93,425212785,eng,402,3815,63,160.36
13398,Operation Barracuda (Tom Clancy's Splinter Cell  #2),David  Michaels-Raymond Benson-Tom Clancy,4.01,425204227,eng,326,4909,76,29.56
13399,Splinter Cell (Tom Clancy's Splinter Cell  #1),David  Michaels-Raymond Benson-Tom Clancy,3.85,425201686,eng,355,10106,182,268.72
13413,Dark Visions,Douglas E. Winter-Dan Simmons-Stephen King-George R.R. Martin,3.89,575402903,en-US,381,142,13,245.15
13414,Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman-Hermann Alexander Diels,4.22,674035011,eng,172,46,7,260.83
13421,The Presocratics,Philip Ellis Wheelwright,4.04,002426640X,en-US,352,199,11,279.02
13422,The Presocratic Philosophers,Geoffrey S. Kirk-John Earle Raven-Malcolm Schofield,4.24,521274559,eng,518,652,24,254.47
13423,Presocratic Philosophy: A Very Short Introduction,Catherine Osborne,3.56,192840940,eng,144,181,22,110.53
13424,The Presocratic Philosophers,Jonathan Barnes-Ted Honderich,4.14,415050790,eng,728,63,3,203.55
13440,Skeleton Crew,Stephen King,3.95,751504386,eng,612,93593,1078,22.22
13441,Different Seasons,Stephen King,4.35,751504335,eng,560,397,43,290.27
13442,Night Shift,Stephen King,3.99,385129912,en-US,344,470,52,94.93
13444,The Talisman,Stephen King-Peter Straub,4.13,670691992,eng,646,1199,129,273.71
13446,El retrato de Rose Madder,Stephen King-Bettina Blanch Tyroller,3.69,307376583,spa,496,177,24,159.34
13448,The Dark Half,Stephen King,3.76,5550707004,eng,431,96,14,148.76
13449,La Milla Verde,Stephen King-María Eugenia Ciocchini Suárez,4.44,743233603,spa,448,9,1,96.93
13451,Storm of the Century,Stephen King,3.91,067103264X,eng,376,17400,246,282.34
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.25,142001341,eng,160,258,38,238.62
13469,What You Think of Me Is None of My Business,Terry Cole-Whittaker,4.11,051509479X,en-US,208,190,21,150.43
13470,Think on These Things,Jiddu Krishnamurti-D. Rajagopal,4.4,60916095,eng,258,2288,126,239.39
13484,Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Pam Johnson-Bennett,4.06,965013014,eng,413,512,63,51.84
13485,Think Like a Guy: How to Get a Guy by Thinking Like One,Giuliana DePandi,3.15,312354371,en-US,172,115,24,160.44
13486,How to Think Theologically,Howard W. Stone-James O. Duke,3.65,800638182,en-US,142,222,20,270.38
13496,A Game of Thrones (A Song of Ice and Fire  #1),George R.R. Martin,4.45,553588486,eng,848,1598396,37379,75.58
13497,A Feast for Crows (A Song of Ice and Fire  #4),George R.R. Martin,4.13,055358202X,eng,1061,491147,16606,76.07
13500,Fevre Dream,George R.R. Martin,3.86,067145577X,eng,350,120,23,263.38
13501,The Hedge Knight (The Hedge Knight Graphic Novels  #1),Ben Avery-Mike S. Miller-George R.R. Martin-Mike Crowell,4.13,097640110X,eng,164,14670,407,171.57
13504,A Clash of Kings (A Song of Ice and Fire  #2),George R.R. Martin-Roy Dotrice,4.41,073930870X,eng,0,113,13,158.09
13505,Tuf Voyaging,George R.R. Martin,4.09,1592220045,en-US,448,61,7,190.51
13506,Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,Charles de Lint,4.11,312869592,eng,412,3648,94,158.34
13508,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,3.96,156584100X,eng,384,398,56,236.81
13509,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,James W. Loewen,4.01,1565840089,eng,48,221,15,146.47
13514,The Fairy Tales of Hermann Hesse,Hermann Hesse-Jack D. Zipes-David Frampton,3.99,553377760,eng,266,3182,141,197.77
13517,C.G. Jung and Hermann Hesse: A Book of Two Friendships,Miguel Serrano,4.03,3856305580,eng,142,373,19,187.53
13518,Demian,Hermann Hesse,4.12,987207481X,spa,126,349,14,120.53
13519,The Journey to the East,Hermann Hesse-Hilda Rosner,3.7,312421680,eng,128,7716,351,248.78
13520,Narcissus and Goldmund,Hermann Hesse-Ursule Molinaro,4.2,553275860,eng,320,1107,107,74.66
13521,Son of a Witch (The Wicked Years  #2),Gregory Maguire-Douglas Smith-Jelena Bojić,3.47,60747226,eng,352,51493,3022,238.62
13529,March,Geraldine Brooks,3.75,143036661,eng,280,47704,5240,65.06
13530,Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Geraldine Brooks,3.84,385483732,eng,240,1353,195,144.86
13533,Das Pesttuch,Geraldine Brooks,4.01,3570006735,ger,352,5,1,161.2
13536,Jojo's Bizarre Adventure  Tome 1: Dio  L'envahisseur (Phantom Blood  #1),Hirohiko Araki,3.86,2290061247,fre,186,6,0,91.45
13538,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hirohiko Araki-Hirohiko Araki,4.44,2290329452,fre,200,2,1,76.52
13540,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hirohiko Araki-Hirohiko Araki,4.37,2290328057,fre,189,4,2,37.58
13541,Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),Hirohiko Araki-Hirohiko Araki,4.28,2290328022,fre,191,4,3,79.59
13543,Jojo's Bizarre Adventure  Tome 5: La dernière onde (Phantom Blood  #5),Hirohiko Araki,4.09,229031823X,fre,208,109,3,120.13
13544,Jojo's Bizarre Adventure  Tome 9: Ruée vers la falaise de la mort! (Battle Tendency  #4),Hirohiko Araki,4.27,2290319368,fre,192,83,2,280.48
13545,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Hirohiko Araki-Hirohiko Araki,4.38,2290328316,fre,188,2,1,176.49
13546,Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),Hirohiko Araki,4.39,2290320102,fre,185,86,1,129.82
13547,Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),Hirohiko Araki-Hirohiko Araki,4.42,2290328294,fre,207,3,1,191.55
13548,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Hirohiko Araki-Hirohiko Araki,4.41,2290328227,fre,202,4,2,105.6
13549,From Far Away  Vol. 12,Kyoko Hikawa-Yuko Sawada-Freeman Wong,4.44,1421505398,eng,208,892,15,199.98
13550,From Far Away  Vol. 13,Kyoko Hikawa-Yuko Sawada-Freeman Wong,4.48,1421505401,eng,208,882,17,288.85
13551,From Far Away  Vol. 14,Kyoko Hikawa-Yuko Sawada-Freeman Wong,4.5,142150541X,eng,208,965,36,84.08
13552,Very Far Away from Anywhere Else,Ursula K. Le Guin,3.91,152052089,en-US,133,1681,170,91.52
13557,Vagabond  Volume 20,Takehiko Inoue,4.41,1591165830,eng,224,465,10,173.24
13588,Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Yumi Hotta-Takeshi Obata,4.26,1421506416,eng,205,1116,17,161.33
13589,Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),Yumi Hotta-Takeshi Obata,4.22,1421506424,eng,205,949,15,246.95
13590,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta-Takeshi Obata,4.11,159116222X,eng,187,8598,201,56.59
13591,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yumi Hotta-Takeshi Obata-Yukari Umezawa,4.27,1421510669,eng,207,986,18,266.74
13592,Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta-Takeshi Obata,4.27,1421510677,eng,203,926,20,142.49
13614,Death Note  Vol. 8: Target (Death Note  #8),Tsugumi Ohba-Takeshi Obata-Tetsuichiro Miyaki,4.26,1421506297,eng,201,16310,398,138.51
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba-Pookie Rolf-Takeshi Obata,4.43,1421501686,eng,195,163578,2809,37.81
13616,Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba-Tsugumi Ohba-Alexis Kirsch,4.39,142150331X,eng,204,20286,635,294.16
13617,Death Note  Vol. 5: Whiteout (Death Note  #5),Tsugumi Ohba-Takeshi Obata-Alexis Kirsch,4.34,1421506262,eng,201,18267,539,156.95
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba-Takeshi Obata-Pookie Rolf,4.43,1421501708,eng,200,21141,683,226.59
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba-Takeshi Obata-Pookie Rolf,4.43,1421501694,eng,197,23797,872,61.23
13620,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Tsugumi Ohba-Takeshi Obata-Alexis Kirsch,4.39,1421506270,eng,215,17458,453,34.76
13621,Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba-Takeshi Obata-Alexis Kirsch,4.42,1421506289,eng,211,16845,547,204.64
13623,Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba-Takeshi Obata,4.22,142151155X,eng,188,11893,308,103.3
13624,The Worm Ouroboros,E.R. Eddison-Keith   Henderson,3.7,486447405,eng,446,2835,234,24.42
13625,Mistress of Mistresses: A Vision of Zimiamvia (The Zimiamvian Trilogy  #1),E.R. Eddison-Gerald Ravenscourt Hayes-Keith   Henderson,3.64,034527220X,eng,405,26,6,275.43
13628,The Mezentian Gate,E.R. Eddison,3.57,345272218,eng,275,131,5,132.83
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,4.05,201835959,eng,322,8809,587,24.86
13630,Museum of Terror  Vol. 1: Tomie 1,Junji Ito-伊藤潤二-Naomi Kokubo,4.09,1593075421,eng,375,1399,80,221.78
13631,Museum of Terror  Vol. 2: Tomie 2,Junji Ito-伊藤潤二-Naomi Kokubo,4.1,1593076126,eng,376,888,30,118.59
13632,Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito-伊藤潤二,4.12,1593076398,eng,392,608,26,262.96
13633,Tomie 1  富江,Junji Ito-伊藤潤二,3.92,1588990842,eng,248,807,31,93.13
13634,Tomie 2  富江 Part 2,Junji Ito-伊藤潤二,3.85,1588990850,eng,247,464,21,27.44
13638,Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),Yōko Kamio-神尾葉子,4.11,2723441784,fre,212,23,3,291.23
13639,Hana Yori Dango 3 (Boys Over Flowers  #3),Yōko Kamio-神尾葉子,4.11,2723442314,fre,185,9,0,240.43
13640,Hana Yori Dango 2 (Boys Over Flowers  #2),Yōko Kamio-神尾葉子,4.11,2723442306,fre,171,11,0,183.94
13642,A Wizard of Earthsea (Earthsea Cycle  #1),Ursula K. Le Guin,4,553383043,eng,183,182174,5439,251.81
13643,A Wizard of Earthsea (The Earthsea Cycle  #1),Ursula K. Le Guin,4,441900763,eng,205,38,3,257.38
13647,Voices (Annals of the Western Shore  #2),Ursula K. Le Guin,3.87,152056785,eng,341,3353,299,179.42
13648,Gifts (Annals of the Western Shore  #1),Ursula K. Le Guin,3.69,152051244,eng,286,6442,587,264.2
13649,Lao Tzu: Tao Te Ching: A Book about the Way and the Power of the Way,Lao Tzu-Ursula K. Le Guin-J.P. Seaton,4.32,1570623953,eng,125,754,82,187.63
13650,The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,Ursula K. Le Guin,4.28,1590300068,eng,314,941,145,113.63
13651,The Dispossessed (Hainish Cycle #6),Ursula K. Le Guin,4.21,61054887,eng,387,60003,3160,129.02
13653,Five Complete Novels,Ursula K. Le Guin,4.1,517480107,eng,579,54,13,145.02
13654,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,3.94,689845332,eng,281,1210,85,57.26
13657,Changing Planes,Ursula K. Le Guin-Eric Beddows,3.81,441012248,eng,239,3216,314,215.82
13658,The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin,4.1,044101125X,eng,211,13485,574,206.38
13659,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,4.03,441011241,eng,280,13651,419,59.76
13660,Jane on Her Own (Catwings  #4),Ursula K. Le Guin-S.D. Schindler,4.17,439551927,en-US,48,1252,81,152.39
13661,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,3.94,1416509631,eng,281,23606,924,160.91
13662,The Tombs of Atuan (Earthsea Cycle  #2),Ursula K. Le Guin-Margot Paronis,4.09,689845367,eng,180,69119,1733,287.51
13664,Catwings (Catwings  #1),Ursula K. Le Guin-S.D. Schindler,4.08,439551897,eng,40,6304,568,263.37
13665,The Farthest Shore,Ursula K. Le Guin,4.13,553137662,eng,197,67,3,29.13
13666,Wonderful Alexander and the Catwings: A Catwings Tale,Ursula K. Le Guin-S.D. Schindler,4.12,053106851X,eng,48,20,1,186.26
13667,The Farthest Shore (Earthsea Cycle  #3),Ursula K. Le Guin,4.13,141650964X,eng,259,76746,1105,124.93
13669,The Farthest Shore,Ursula K. Le Guin,4.13,553204300,eng,197,28,2,101.72
13670,Tehanu (Historias de Terramar  #4),Ursula K. Le Guin,3.94,8445075322,spa,260,123,12,68.47
13671,The Farthest Shore (Earthsea Cycle  #3),Ursula K. Le Guin,4.13,553021265,eng,197,197,9,236.84
13672,The Farthest Shore,Ursula K. Le Guin,4.13,553229982,eng,197,23,2,200.42
13674,The Life and Games of Mikhail Tal,Mikhail Tal-Iakov Damsky-Kenneth P. Neat,4.51,1857442024,eng,496,411,19,257.45
13677,Tal-Botvinnik 1960,Mikhail Tal-Hanon W. Russell,4.54,1888690089,eng,220,153,12,76.85
13688,Don Quixote,Miguel de Cervantes Saavedra-John Rutherford,3.87,140449094,eng,1056,311,45,218.55
13697,School Rumble  Vol. 2 (School Rumble  #2),Jin Kobayashi-William Flanagan-Liney Li,3.97,345491483,eng,175,388,18,32.22
13698,School Rumble  Vol. 1 (School Rumble  #1),Jin Kobayashi-William Flanagan-小林 尽,3.84,345491475,eng,177,1520,66,79.06
